configuration_id,experiment,population_pair_id,purpose,power_family,calibration_key,n_p,n_q,sample_size_ratio_q_over_p,u_p,v_p,u_q,v_q,association_direction_p,association_direction_q,association_delta_p,association_delta_q,true_mi_p,true_mi_q,true_delta_p_minus_q,effect_delta_i_q_minus_p,minimum_probability_p,minimum_probability_q,minimum_expected_p,minimum_expected_q,minimum_expected_either,probability_p_json,probability_q_json,expected_p_json,expected_q_json,population_variance_p,population_variance_q
P2_balanced_mild_di0p025_np20_nq200,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq200,20,200,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,3.432184016350339,18.609008402120736,3.432184016350339,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[101.39099159787925, 38.60900840212073], [18.609008402120736, 41.390991597879264]]",0.09494241304247028,0.1410076268459625
P2_balanced_mild_di0p025_np50_nq100,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq100,50,100,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,8.580460040875849,9.304504201060368,8.580460040875849,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[50.695495798939625, 19.304504201060364], [9.304504201060368, 20.695495798939632]]",0.09494241304247028,0.1410076268459625
P2_balanced_mild_di0p025_np50_nq250,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq250,50,250,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,8.580460040875849,23.26126050265092,8.580460040875849,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[126.73873949734907, 48.26126050265091], [23.26126050265092, 51.73873949734908]]",0.09494241304247028,0.1410076268459625
P2_balanced_mild_di0p025_np50_nq500,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq500,50,500,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,8.580460040875849,46.52252100530184,8.580460040875849,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[253.47747899469815, 96.52252100530183], [46.52252100530184, 103.47747899469816]]",0.09494241304247028,0.1410076268459625
P2_balanced_mild_di0p025_np100_nq200,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq200,100,200,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,17.160920081751698,18.609008402120736,17.160920081751698,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[101.39099159787925, 38.60900840212073], [18.609008402120736, 41.390991597879264]]",0.09494241304247028,0.1410076268459625
P2_balanced_mild_di0p025_np100_nq500,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq500,100,500,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,17.160920081751698,46.52252100530184,17.160920081751698,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[253.47747899469815, 96.52252100530183], [46.52252100530184, 103.47747899469816]]",0.09494241304247028,0.1410076268459625
P2_balanced_mild_di0p025_np100_nq1000,P2,balanced_mild_di0p025,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq1000,100,1000,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.08695495798939631,0.0499999999999996,0.07500000000000029,-0.02500000000000069,0.025,0.17160920081751696,0.09304504201060368,17.160920081751698,93.04504201060368,17.160920081751698,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5069549579893963, 0.19304504201060366], [0.09304504201060368, 0.2069549579893963]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[506.9549579893963, 193.04504201060365], [93.04504201060368, 206.95495798939632]]",0.09494241304247028,0.1410076268459625
P1_balanced_mild_di0p05_n10,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np10_nq10,10,10,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,1.7160920081751696,0.8000197651845703,0.8000197651845703,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[3.2839079918248304, 1.7160920081751696], [1.7160920081751696, 3.2839079918248304]]","[[5.199980234815429, 1.8000197651845702], [0.8000197651845703, 2.1999802348154294]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n20,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq20,20,20,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,3.432184016350339,1.6000395303691406,1.6000395303691406,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[10.399960469630859, 3.6000395303691404], [1.6000395303691406, 4.399960469630859]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n30,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np30_nq30,30,30,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,5.148276024525509,2.400059295553711,2.400059295553711,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[9.851723975474492, 5.148276024525509], [5.148276024525509, 9.851723975474492]]","[[15.599940704446286, 5.40005929555371], [2.400059295553711, 6.599940704446289]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n50,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq50,50,50,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,8.580460040875849,4.000098825922851,4.000098825922851,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[25.999901174077145, 9.00009882592285], [4.000098825922851, 10.999901174077149]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n100,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq100,100,100,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,17.160920081751698,8.000197651845703,8.000197651845703,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[51.99980234815429, 18.0001976518457], [8.000197651845703, 21.999802348154297]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n200,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np200_nq200,200,200,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,34.321840163503396,16.000395303691406,16.000395303691406,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[65.6781598364966, 34.321840163503396], [34.321840163503396, 65.6781598364966]]","[[103.99960469630858, 36.0003953036914], [16.000395303691406, 43.999604696308594]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n500,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np500_nq500,500,500,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,85.80460040875847,40.000988259228514,40.000988259228514,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[164.1953995912415, 85.80460040875847], [85.80460040875847, 164.1953995912415]]","[[259.99901174077144, 90.0009882592285], [40.000988259228514, 109.99901174077148]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p05_n1000,P1,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np1000_nq1000,1000,1000,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,171.60920081751695,80.00197651845703,80.00197651845703,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[328.390799182483, 171.60920081751695], [171.60920081751695, 328.390799182483]]","[[519.9980234815429, 180.001976518457], [80.00197651845703, 219.99802348154296]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np20_nq40,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq40,20,40,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,3.432184016350339,3.200079060738281,3.200079060738281,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[20.799920939261717, 7.200079060738281], [3.200079060738281, 8.799920939261717]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np20_nq100,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq100,20,100,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,3.432184016350339,8.000197651845703,3.432184016350339,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[51.99980234815429, 18.0001976518457], [8.000197651845703, 21.999802348154297]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np20_nq200,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq200,20,200,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,3.432184016350339,16.000395303691406,3.432184016350339,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[103.99960469630858, 36.0003953036914], [16.000395303691406, 43.999604696308594]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np50_nq100,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq100,50,100,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,8.580460040875849,8.000197651845703,8.000197651845703,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[51.99980234815429, 18.0001976518457], [8.000197651845703, 21.999802348154297]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np50_nq250,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq250,50,250,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,8.580460040875849,20.000494129614257,8.580460040875849,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[129.99950587038572, 45.00049412961425], [20.000494129614257, 54.99950587038574]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np50_nq500,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq500,50,500,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,8.580460040875849,40.000988259228514,8.580460040875849,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[259.99901174077144, 90.0009882592285], [40.000988259228514, 109.99901174077148]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np100_nq200,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq200,100,200,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,17.160920081751698,16.000395303691406,16.000395303691406,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[103.99960469630858, 36.0003953036914], [16.000395303691406, 43.999604696308594]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np100_nq500,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq500,100,500,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,17.160920081751698,40.000988259228514,17.160920081751698,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[259.99901174077144, 90.0009882592285], [40.000988259228514, 109.99901174077148]]",0.09494241304247028,0.1822875754189648
P2_balanced_mild_di0p05_np100_nq1000,P2,balanced_mild_di0p05,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq1000,100,1000,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.09999802348154296,0.0499999999999996,0.09999999999994569,-0.04999999999994609,0.05,0.17160920081751696,0.08000197651845703,17.160920081751698,80.00197651845703,17.160920081751698,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5199980234815429, 0.180001976518457], [0.08000197651845703, 0.21999802348154296]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[519.9980234815429, 180.001976518457], [80.00197651845703, 219.99802348154296]]",0.09494241304247028,0.1822875754189648
P1_balanced_mild_di0p1_n10,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np10_nq10,10,10,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,1.7160920081751696,0.5870678201417795,0.5870678201417795,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[3.2839079918248304, 1.7160920081751696], [1.7160920081751696, 3.2839079918248304]]","[[5.41293217985822, 1.5870678201417792], [0.5870678201417795, 2.4129321798582204]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n20,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq20,20,20,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,3.432184016350339,1.174135640283559,1.174135640283559,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[10.82586435971644, 3.1741356402835583], [1.174135640283559, 4.825864359716441]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n30,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np30_nq30,30,30,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,5.148276024525509,1.7612034604253384,1.7612034604253384,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[9.851723975474492, 5.148276024525509], [5.148276024525509, 9.851723975474492]]","[[16.23879653957466, 4.761203460425338], [1.7612034604253384, 7.238796539574661]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n50,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq50,50,50,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,8.580460040875849,2.9353391007088976,2.9353391007088976,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[27.064660899291106, 7.935339100708896], [2.9353391007088976, 12.064660899291102]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n100,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np100_nq100,100,100,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,17.160920081751698,5.870678201417795,5.870678201417795,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[32.8390799182483, 17.160920081751698], [17.160920081751698, 32.8390799182483]]","[[54.12932179858221, 15.870678201417793], [5.870678201417795, 24.129321798582204]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n200,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np200_nq200,200,200,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,34.321840163503396,11.74135640283559,11.74135640283559,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[65.6781598364966, 34.321840163503396], [34.321840163503396, 65.6781598364966]]","[[108.25864359716442, 31.741356402835585], [11.74135640283559, 48.25864359716441]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n500,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np500_nq500,500,500,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,85.80460040875847,29.353391007088973,29.353391007088973,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[164.1953995912415, 85.80460040875847], [85.80460040875847, 164.1953995912415]]","[[270.64660899291107, 79.35339100708896], [29.353391007088973, 120.64660899291101]]",0.09494241304247028,0.25492479612873237
P1_balanced_mild_di0p1_n1000,P1,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np1000_nq1000,1000,1000,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,171.60920081751695,58.706782014177946,58.706782014177946,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[328.390799182483, 171.60920081751695], [171.60920081751695, 328.390799182483]]","[[541.2932179858221, 158.70678201417792], [58.706782014177946, 241.29321798582203]]",0.09494241304247028,0.25492479612873237
P2_balanced_mild_di0p1_np20_nq40,P2,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq40,20,40,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,3.432184016350339,2.348271280567118,2.348271280567118,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[21.65172871943288, 6.348271280567117], [2.348271280567118, 9.651728719432882]]",0.09494241304247028,0.25492479612873237
P2_balanced_mild_di0p1_np20_nq100,P2,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq100,20,100,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,3.432184016350339,5.870678201417795,3.432184016350339,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[54.12932179858221, 15.870678201417793], [5.870678201417795, 24.129321798582204]]",0.09494241304247028,0.25492479612873237
P2_balanced_mild_di0p1_np20_nq200,P2,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq200,20,200,10.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,3.432184016350339,11.74135640283559,3.432184016350339,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[108.25864359716442, 31.741356402835585], [11.74135640283559, 48.25864359716441]]",0.09494241304247028,0.25492479612873237
P2_balanced_mild_di0p1_np50_nq100,P2,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq100,50,100,2.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,8.580460040875849,5.870678201417795,5.870678201417795,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[54.12932179858221, 15.870678201417793], [5.870678201417795, 24.129321798582204]]",0.09494241304247028,0.25492479612873237
P2_balanced_mild_di0p1_np50_nq250,P2,balanced_mild_di0p1,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq250,50,250,5.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.12129321798582204,0.0499999999999996,0.1499999999999998,-0.1000000000000002,0.1,0.17160920081751696,0.05870678201417795,8.580460040875849,14.676695503544487,8.580460040875849,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.5412932179858221, 0.15870678201417793], [0.05870678201417795, 0.24129321798582204]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[135.32330449645553, 39.67669550354448], [14.676695503544487, 60.323304496455506]]",0.09494241304247028,0.25492479612873237
